accuracy,avg_reaction_time,mistakes,current_level,streak,game_type,next_level
55.0,3.05,4,4,2,memory,3
100.0,1.21,0,1,-2,memory,2
100.0,1.33,0,2,1,routine,3
78.4,3.06,1,4,3,memory,4
92.8,2.06,3,2,0,memory,2
30.3,3.79,9,5,-2,pattern,4
63.4,2.47,1,5,-2,attention,5
65.4,4.1,2,5,3,routine,4
68.2,2.07,2,3,2,routine,3
70.8,3.23,3,5,3,routine,5
81.5,1.94,4,1,1,memory,1
89.6,2.88,1,3,-1,memory,3
64.4,3.28,3,5,-2,pattern,4
65.5,2.01,5,3,2,pattern,3
81.1,3.46,1,5,-3,memory,4
61.2,2.87,5,4,-3,attention,3
63.5,3.29,2,5,3,routine,5
69.4,1.7,3,2,0,routine,2
100.0,1.16,0,1,2,routine,2
96.7,1.51,0,3,-3,attention,4
100.0,2.62,1,2,-2,routine,2
67.6,1.84,0,2,-2,pattern,2
61.3,3.15,3,3,0,pattern,2
100.0,3.19,0,2,-1,memory,3
86.9,2.57,1,4,-2,memory,4
55.2,4.42,9,4,2,pattern,3
74.1,2.06,4,3,2,routine,3
100.0,1.32,0,2,1,routine,3
96.4,1.94,0,1,-1,attention,2
53.0,3.0,4,5,0,memory,4
71.4,2.49,4,4,0,attention,3
91.4,3.94,3,4,3,routine,4
85.5,2.93,3,2,3,pattern,2
71.4,3.15,6,4,1,pattern,3
78.8,2.34,4,2,1,memory,2
87.8,3.22,2,1,-3,attention,1
87.2,2.39,1,3,1,attention,3
74.2,3.74,2,5,2,memory,5
47.4,2.15,7,5,2,memory,4
100.0,2.02,0,1,-2,attention,2
62.4,3.89,5,5,0,routine,4
91.4,3.59,1,4,3,pattern,4
89.7,1.38,2,2,2,attention,3
100.0,2.51,0,2,-2,memory,3
68.7,2.74,8,3,0,attention,2
92.4,1.22,0,1,-1,pattern,2
44.1,1.8,6,4,2,attention,3
76.1,2.72,0,4,-1,attention,4
56.4,3.81,4,5,1,attention,4
87.9,0.72,0,1,-1,routine,2
91.2,2.02,0,2,0,attention,3
65.8,2.51,4,2,-1,pattern,1
79.3,2.28,2,5,2,pattern,5
82.8,1.37,2,2,-3,attention,2
81.5,3.9,3,4,-3,routine,3
91.1,4.12,0,4,2,memory,4
61.0,3.55,5,5,1,memory,4
100.0,2.72,0,3,-2,routine,3
60.1,2.62,3,5,-3,routine,4
65.6,2.65,3,4,-3,pattern,3
64.3,3.86,1,5,3,routine,5
75.6,1.6,1,1,1,routine,1
73.5,2.62,5,4,-2,routine,3
94.4,2.27,1,3,-1,attention,3
100.0,1.41,1,2,-1,pattern,3
54.9,4.06,4,5,2,attention,4
100.0,1.85,0,1,2,routine,2
87.9,2.11,0,3,-2,memory,3
52.4,4.55,4,5,-2,routine,4
84.1,3.45,1,4,-3,pattern,4
56.5,2.79,3,5,2,pattern,4
100.0,1.93,1,1,1,pattern,2
58.5,3.09,5,3,2,attention,2
52.7,3.27,3,5,-2,pattern,4
100.0,1.99,0,1,3,memory,2
100.0,1.46,0,2,2,routine,3
58.5,2.59,0,4,-3,attention,3
67.9,2.69,1,3,-3,memory,2
67.6,3.22,2,5,2,attention,5
42.7,3.61,7,5,1,routine,4
64.2,3.19,3,5,-1,routine,4
76.2,2.05,3,2,1,memory,2
69.7,0.76,3,3,-3,pattern,3
69.1,3.49,3,5,1,routine,4
100.0,0.99,0,1,-3,routine,2
77.2,3.08,0,4,-2,routine,4
100.0,1.95,0,3,-1,routine,4
72.7,2.18,4,2,2,pattern,2
90.1,1.74,0,1,1,routine,2
100.0,2.34,0,1,3,attention,2
100.0,1.32,0,1,2,routine,2
91.1,2.15,0,1,2,memory,2
60.2,1.88,3,3,3,routine,3
62.2,3.83,4,5,2,pattern,4
96.5,1.5,1,1,0,routine,2
72.4,2.14,4,2,0,routine,2
68.2,1.62,5,2,1,routine,2
73.1,1.94,0,4,1,memory,4
81.9,1.48,5,2,2,pattern,2
57.6,3.85,6,5,2,pattern,4
67.0,1.92,3,5,-3,attention,5
87.2,2.13,2,1,2,memory,1
94.2,2.34,0,1,-1,attention,2
83.3,2.47,1,4,0,memory,4
90.9,2.49,2,1,1,pattern,2
98.3,2.23,0,2,-1,attention,3
54.1,2.78,7,5,-3,attention,4
69.6,2.79,2,4,-1,memory,4
84.3,2.01,2,2,3,memory,3
89.5,0.6,0,1,-2,routine,2
81.8,2.7,0,3,-1,pattern,3
71.0,2.0,2,1,0,attention,1
84.4,0.6,3,1,2,pattern,2
47.7,3.71,7,5,0,routine,4
62.7,1.78,4,3,-3,routine,2
78.6,2.97,3,3,-2,memory,3
45.5,3.29,4,5,-1,routine,4
86.7,2.67,2,2,0,memory,2
96.5,2.67,1,3,3,attention,4
96.3,4.01,0,5,2,attention,5
58.9,3.25,2,4,-3,attention,3
57.9,2.06,6,3,1,memory,2
69.6,1.83,2,1,2,pattern,1
49.9,3.44,4,5,-2,routine,4
50.7,2.28,5,5,2,memory,4
74.8,3.47,3,5,-2,memory,4
90.3,1.79,1,1,0,memory,2
89.6,4.18,2,5,1,routine,5
44.6,3.61,4,4,-1,memory,3
80.7,1.42,0,1,-1,attention,1
75.5,2.24,0,1,1,attention,1
64.4,5.02,1,5,2,pattern,4
73.9,2.74,3,4,-3,routine,3
69.9,2.06,3,3,1,routine,3
54.9,2.83,5,5,0,routine,4
100.0,1.0,0,1,1,attention,2
43.0,3.0,4,5,2,pattern,4
56.4,3.19,1,4,2,memory,3
64.6,2.32,5,3,-2,pattern,2
100.0,3.01,0,3,-3,memory,3
94.5,2.76,0,3,1,attention,4
60.3,3.15,4,4,1,pattern,3
79.3,3.13,1,4,2,pattern,4
82.8,2.76,0,3,-3,attention,3
68.5,2.51,1,5,0,attention,5
81.1,1.52,2,2,-1,memory,2
80.8,1.95,0,3,-1,attention,3
86.8,2.35,1,2,1,pattern,2
95.8,0.68,0,1,0,pattern,2
88.3,2.46,1,3,3,memory,4
84.7,1.62,2,2,0,routine,2
67.4,1.97,6,3,1,pattern,2
54.7,2.9,7,5,1,attention,4
62.9,3.12,7,4,3,memory,3
71.3,2.81,2,4,2,routine,4
81.8,0.92,5,4,-1,memory,4
60.5,1.46,5,2,2,attention,2
83.0,2.96,3,4,-3,routine,3
100.0,2.06,0,3,-3,attention,4
76.6,3.23,1,5,0,pattern,5
85.9,0.86,0,3,-2,attention,4
96.1,2.67,1,2,2,routine,3
60.5,3.33,2,5,0,memory,4
83.3,2.22,0,2,-1,attention,2
73.8,3.13,4,3,1,attention,2
100.0,3.11,0,3,-1,memory,4
87.8,2.74,0,2,-3,attention,2
95.3,1.02,0,1,0,memory,2
74.4,3.52,3,3,3,memory,2
100.0,1.47,0,1,0,memory,2
59.4,4.01,4,5,1,attention,4
100.0,2.07,0,3,2,memory,4
97.9,2.55,0,1,-1,pattern,1
85.3,3.11,1,1,1,pattern,1
65.7,3.62,1,3,1,pattern,3
97.8,2.65,0,3,1,routine,4
74.3,2.66,3,3,-2,attention,2
83.6,1.0,1,2,1,memory,3
98.0,2.86,1,4,3,memory,5
65.1,2.84,1,5,-2,attention,5
100.0,2.32,1,1,1,attention,2
66.0,1.89,2,4,-3,pattern,4
73.8,2.56,2,4,-1,attention,4
100.0,2.16,0,2,1,pattern,3
61.5,3.56,0,5,-1,routine,4
78.7,2.12,2,2,-3,routine,2
45.6,2.07,6,4,-2,routine,3
93.5,3.67,1,3,-3,routine,3
93.6,1.89,0,2,-2,pattern,3
50.8,4.51,2,5,1,memory,4
65.9,3.89,1,5,-3,attention,4
100.0,1.9,0,1,1,memory,2
53.1,3.61,3,5,-1,pattern,4
79.0,2.27,3,4,3,routine,4
69.6,3.47,6,4,-3,attention,3
64.4,3.08,5,3,-1,memory,2
100.0,1.06,1,1,1,routine,2
83.7,1.58,1,2,1,attention,2
76.6,3.25,3,4,0,memory,4
95.2,0.87,0,1,0,attention,2
57.5,2.2,3,3,2,routine,2
53.4,3.75,6,5,-2,attention,4
85.6,3.26,2,2,2,attention,2
62.1,3.1,2,5,2,pattern,4
93.7,2.64,1,1,1,attention,2
76.8,3.14,3,5,2,routine,5
76.7,2.82,3,4,1,attention,4
42.4,4.1,5,5,-1,memory,4
100.0,0.76,0,1,-2,pattern,2
73.1,3.53,3,5,-2,pattern,4
76.3,2.5,1,3,-2,memory,3
95.7,2.46,0,2,3,routine,3
89.1,2.34,0,3,2,memory,4
78.0,3.24,3,4,-1,pattern,3
70.4,2.52,3,3,3,attention,3
92.5,2.2,1,3,1,pattern,4
69.2,3.38,2,4,1,memory,3
78.5,1.71,5,3,3,attention,3
80.6,1.42,3,1,-3,attention,1
100.0,0.93,0,1,3,routine,2
78.6,3.55,3,5,0,routine,4
69.3,3.06,3,5,3,memory,5
94.9,1.06,0,1,-2,attention,2
88.0,2.61,1,2,0,pattern,2
87.3,3.15,0,4,0,attention,4
53.5,3.82,2,5,0,pattern,4
86.6,2.85,1,4,0,routine,4
95.9,2.04,0,2,0,pattern,3
93.4,1.39,0,2,1,pattern,3
68.6,3.05,3,3,-3,attention,2
100.0,1.55,0,1,2,routine,2
44.6,3.65,5,5,1,memory,4
81.2,1.85,0,2,-1,memory,2
96.2,1.72,0,1,3,attention,2
98.3,2.4,0,2,-1,memory,3
83.9,1.35,1,2,2,attention,3
87.8,3.91,1,5,2,pattern,5
76.4,2.49,2,2,-2,memory,2
77.3,3.56,1,3,-2,pattern,3
74.1,3.59,5,4,3,attention,3
78.4,0.6,4,1,3,memory,2
82.8,2.42,1,4,-2,attention,4
99.6,1.99,0,2,-2,attention,3
83.4,1.82,2,2,2,pattern,2
57.1,4.3,2,5,-1,routine,4
71.1,2.89,1,4,-2,pattern,4
71.3,4.54,1,4,-3,pattern,3
100.0,2.28,0,3,2,attention,4
59.4,2.9,5,5,1,memory,4
88.7,1.77,0,2,3,pattern,3
75.4,1.62,1,2,-3,pattern,2
73.9,2.86,7,3,-2,attention,2
75.8,2.32,0,3,0,pattern,3
52.9,3.46,6,5,1,attention,4
43.1,3.25,7,5,1,pattern,4
60.7,4.15,3,5,3,memory,4
100.0,1.57,0,1,-3,routine,2
74.7,1.87,2,1,3,pattern,1
98.1,1.31,0,1,2,pattern,2
73.4,3.06,3,4,1,attention,4
85.1,1.65,1,2,2,routine,3
100.0,1.34,0,1,-2,pattern,2
59.7,2.5,4,4,-1,pattern,3
90.6,0.97,2,1,0,attention,2
82.7,2.53,2,3,-2,attention,3
81.0,1.78,0,1,2,routine,2
71.8,2.1,2,3,-2,attention,3
82.0,2.36,2,2,0,routine,2
79.5,1.29,2,2,-2,pattern,2
65.7,2.74,5,4,2,attention,3
100.0,2.16,0,2,1,memory,3
73.3,2.01,2,2,-2,attention,2
61.9,3.24,5,4,-2,attention,3
94.0,3.43,0,4,3,memory,4
86.3,0.7,1,2,1,attention,3
63.6,4.41,1,5,1,routine,4
90.5,2.44,0,3,2,memory,4
90.8,2.3,0,1,-2,pattern,1
67.9,4.34,4,5,-3,memory,4
66.8,1.83,2,3,-1,memory,3
69.2,3.78,3,5,-1,memory,4
100.0,0.66,1,1,3,pattern,2
100.0,1.51,0,2,0,memory,3
100.0,1.66,0,1,3,memory,2
84.6,1.37,2,1,-1,pattern,1
71.8,1.79,2,3,2,routine,3
68.1,2.66,3,3,-2,routine,2
82.2,3.32,2,5,3,pattern,5
86.9,3.29,0,3,2,routine,3
98.1,1.56,0,2,2,attention,3
87.4,1.85,1,2,0,memory,3
94.9,1.08,0,1,-2,memory,2
88.8,3.81,2,4,3,pattern,4
76.1,4.6,2,4,0,memory,3
80.7,2.48,2,1,-1,routine,1
67.8,1.86,2,3,3,pattern,3
89.7,0.67,2,1,2,routine,2
74.6,2.82,6,4,-1,pattern,3
90.3,2.27,1,2,0,memory,2
79.0,1.26,0,3,-2,pattern,4
95.0,3.69,1,5,-2,memory,5
75.8,1.19,0,2,3,pattern,3
52.3,2.71,6,4,-3,routine,3
71.7,1.47,1,2,-2,memory,2
60.1,2.19,3,3,-2,routine,2
81.9,1.11,2,1,2,memory,2
59.5,2.54,3,3,1,memory,3
78.3,3.12,1,4,1,attention,4
100.0,1.61,1,1,-1,attention,2
82.4,1.29,1,2,-2,routine,2
96.3,1.54,0,1,1,pattern,2
61.8,1.67,3,4,-2,memory,4
100.0,1.56,1,1,0,pattern,2
48.0,3.06,2,5,-3,routine,4
69.6,3.74,5,5,0,routine,4
80.5,1.36,0,1,-2,memory,1
93.0,2.29,1,1,3,routine,2
60.1,2.95,3,4,3,pattern,4
74.9,2.97,2,2,3,attention,2
73.9,2.4,0,3,-1,routine,3
80.1,2.43,2,3,-3,routine,3
62.8,2.3,2,3,-1,pattern,2
82.7,4.02,3,5,2,routine,4
70.5,2.64,2,4,-2,memory,3
93.3,1.39,1,1,1,memory,2
82.9,2.68,1,4,-1,attention,4
56.3,2.88,4,5,3,pattern,4
79.4,1.16,2,1,3,memory,2
81.0,3.64,2,5,-1,routine,5
100.0,1.06,0,1,2,routine,2
82.0,1.65,1,2,-2,routine,2
68.2,3.53,1,5,0,routine,4
81.7,2.23,2,2,3,routine,2
56.4,2.71,2,4,3,attention,3
57.9,3.34,2,5,3,routine,4
100.0,1.48,0,2,0,pattern,3
91.1,1.98,1,1,-1,pattern,1
67.6,1.34,2,1,1,memory,1
90.6,1.65,0,1,2,attention,2
65.1,1.87,2,4,-3,pattern,4
100.0,2.77,0,1,2,attention,2
60.4,1.85,3,4,-1,memory,3
54.4,3.26,2,5,2,memory,4
78.5,3.0,1,4,2,pattern,4
90.0,4.93,0,5,-3,memory,4
59.3,2.82,5,5,0,routine,4
86.5,2.01,3,4,1,routine,4
90.1,1.68,0,1,-2,attention,1
100.0,1.13,0,1,3,attention,2
80.2,2.42,1,3,1,pattern,3
52.2,3.46,2,4,-1,pattern,3
75.7,4.01,1,5,0,pattern,4
71.6,2.9,1,2,0,attention,2
59.2,3.97,3,5,-1,memory,4
70.8,2.13,4,3,-2,memory,3
93.0,2.57,1,2,3,routine,3
98.3,1.53,0,2,-2,routine,3
100.0,2.45,0,1,0,memory,2
63.3,3.23,2,5,3,attention,4
97.7,1.83,0,3,2,routine,4
100.0,1.92,0,1,2,routine,2
74.3,1.94,4,2,-3,routine,1
87.1,2.06,1,3,-3,memory,3
80.7,3.0,3,3,-1,pattern,2
58.9,3.81,2,5,2,attention,4
90.8,2.24,0,2,0,pattern,3
87.3,1.63,2,2,0,routine,2
83.1,2.71,0,3,2,pattern,4
84.5,2.1,1,3,-3,routine,3
89.3,0.61,2,1,3,attention,2
43.7,3.98,4,5,-2,pattern,4
71.3,3.88,1,5,-2,pattern,4
100.0,1.36,0,1,1,pattern,2
77.9,1.24,4,2,1,attention,2
81.4,1.23,1,3,-3,pattern,3
80.4,2.86,3,3,-1,pattern,3
82.7,1.05,1,1,-1,pattern,2
60.9,1.65,2,2,1,routine,2
100.0,2.17,0,2,0,routine,3
83.9,2.79,1,1,1,pattern,1
72.6,2.62,3,2,3,pattern,2
62.3,2.39,3,5,1,routine,5
60.8,3.2,3,5,1,memory,4
97.1,4.43,0,5,3,routine,5
99.1,4.17,0,3,-1,attention,3
94.8,2.41,1,4,-3,memory,4
92.0,1.01,0,2,3,memory,3
95.2,2.85,1,2,-1,memory,2
76.7,2.06,2,4,-3,routine,4
96.2,1.21,0,1,2,memory,2
77.8,2.6,5,2,0,attention,2
67.0,3.47,3,5,-3,memory,4
67.1,3.43,1,3,-2,routine,2
60.2,3.75,2,5,-2,memory,4
94.5,0.66,0,2,3,attention,3
66.3,3.7,1,4,2,memory,4
92.4,3.72,0,3,3,pattern,3
66.9,1.84,5,5,0,attention,4
91.9,0.6,0,1,0,attention,2
68.0,2.09,2,3,-2,routine,2
100.0,0.9,0,1,0,routine,2
90.1,2.28,0,2,-1,attention,2
43.7,4.48,3,5,3,pattern,4
75.7,3.19,3,5,0,memory,4
55.2,4.43,3,5,3,attention,4
100.0,1.45,0,1,2,pattern,2
54.9,3.77,1,4,1,attention,3
92.3,1.64,1,2,-2,routine,2
94.4,2.66,1,2,0,attention,2
57.4,3.95,4,5,2,memory,4
85.7,2.43,2,2,-1,routine,2
81.2,2.49,0,5,2,routine,5
57.5,4.29,5,4,3,attention,3
100.0,1.32,0,1,3,attention,2
77.3,1.54,1,3,3,attention,3
72.2,2.57,3,4,-1,memory,4
100.0,0.6,0,1,-2,attention,2
94.2,1.22,0,1,-1,routine,2
46.5,3.44,5,5,3,pattern,4
93.1,2.08,0,2,-2,attention,2
54.0,4.0,5,5,1,pattern,4
69.4,3.82,4,5,-1,memory,4
83.9,1.58,1,2,-2,pattern,2
73.1,2.62,1,3,-3,routine,3
50.4,3.81,4,5,2,attention,4
72.0,3.08,1,5,-2,attention,4
61.6,2.92,2,3,0,memory,3
91.4,1.16,0,1,0,attention,2
72.0,2.32,1,3,1,routine,3
82.8,1.81,1,2,0,routine,3
76.7,2.1,4,3,2,pattern,3
74.6,3.2,3,3,-1,attention,2
100.0,1.98,0,1,0,pattern,2
60.6,1.74,4,3,-2,memory,2
76.4,2.15,5,5,3,memory,5
96.8,0.95,2,1,-1,pattern,2
72.0,3.34,2,4,1,memory,3
89.6,2.51,1,3,-3,attention,3
59.6,3.68,4,5,2,pattern,4
68.6,2.49,5,3,-3,attention,2
74.5,3.08,6,4,-2,memory,3
96.0,1.61,1,1,-2,memory,1
95.0,2.13,0,2,3,attention,3
81.5,2.79,2,3,0,memory,3
35.8,3.78,3,5,0,pattern,4
68.4,4.27,4,5,-2,pattern,4
50.6,1.88,2,3,1,attention,3
100.0,1.41,0,1,-3,attention,2
93.4,1.27,1,1,1,attention,2
88.6,2.44,0,1,3,routine,2
71.9,2.56,4,4,-3,memory,3
78.7,3.33,2,4,1,attention,4
48.9,2.34,1,4,3,attention,4
87.1,1.25,3,2,-1,pattern,2
92.6,2.71,0,3,0,attention,4
76.3,4.25,3,4,-2,pattern,3
64.4,1.39,6,3,-2,memory,2
54.6,1.83,1,3,2,pattern,3
71.0,2.51,3,3,1,routine,3
85.9,1.27,2,3,1,pattern,4
60.9,4.24,2,5,3,memory,4
86.5,2.13,0,3,-3,routine,3
88.3,3.59,2,4,-2,routine,4
82.5,0.67,0,1,3,routine,2
79.5,2.62,0,3,-1,attention,3
95.7,2.55,0,3,-1,pattern,4
63.2,1.8,2,4,0,attention,4
95.1,2.47,1,3,0,pattern,4
72.2,3.94,5,4,2,pattern,3
89.8,2.3,0,2,-3,attention,2
82.9,3.63,3,3,2,pattern,3
65.6,3.39,4,5,2,memory,4
57.3,3.12,4,4,-2,attention,3
87.8,1.7,1,2,-1,routine,2
88.5,2.47,0,3,-2,routine,3
67.8,2.02,5,3,0,pattern,2
62.4,3.71,4,5,-1,routine,4
77.1,3.14,2,3,2,pattern,3
83.1,2.63,2,3,-1,pattern,3
83.2,2.61,2,2,0,attention,2
69.5,3.34,1,3,-3,memory,2
87.8,3.14,0,3,2,memory,4
79.6,3.66,1,4,3,pattern,4
79.6,2.96,0,4,-2,attention,4
69.5,3.87,3,5,-3,memory,4
63.3,1.95,4,3,0,pattern,2
64.3,3.99,5,5,-1,attention,4
89.6,1.52,1,3,3,attention,4
85.4,3.83,2,4,-2,memory,3
60.7,3.73,4,5,3,attention,4
86.4,2.09,1,2,2,memory,2
62.9,2.8,3,4,1,pattern,3
89.2,1.32,3,1,3,attention,2
83.3,2.93,1,4,0,attention,4
55.8,4.0,4,5,3,attention,4
59.4,2.72,2,4,0,routine,4
77.6,2.44,2,3,1,attention,3
75.6,3.6,1,3,-2,memory,2
76.6,2.02,5,4,-1,memory,4
79.6,2.85,4,4,0,attention,4
68.6,1.93,1,5,-3,memory,5
100.0,1.34,0,1,0,attention,2
91.1,2.81,0,3,-2,attention,3
58.2,3.43,1,4,0,routine,3
51.4,3.49,5,5,2,attention,4
73.3,3.34,3,5,0,memory,4
58.8,4.02,0,5,3,memory,5
60.6,4.31,1,5,-1,routine,4
69.3,2.52,4,2,-2,memory,1
97.5,1.68,0,2,-1,memory,3
92.0,1.25,0,1,-2,routine,2
83.0,2.06,1,3,2,memory,4
85.6,2.86,2,2,3,pattern,2
52.6,4.81,5,5,-1,memory,4
50.9,3.03,5,5,-2,memory,4
73.7,2.8,2,4,1,memory,4
96.1,2.44,2,1,-3,attention,1
64.6,1.6,0,4,3,attention,4
81.8,3.47,0,5,2,memory,5
100.0,1.98,1,2,1,routine,3
64.0,3.43,4,5,2,attention,4
86.5,2.28,0,2,3,pattern,3
96.5,1.75,0,2,-1,pattern,3
98.0,0.6,0,1,1,routine,2
69.1,3.05,1,3,3,pattern,3
80.3,3.35,0,4,-1,pattern,4
92.1,2.84,0,3,0,memory,3
73.5,2.09,1,3,-1,pattern,3
91.3,2.0,1,2,2,memory,3
73.8,0.83,2,1,0,pattern,1
72.5,2.53,0,2,-3,attention,2
60.7,2.6,4,5,0,attention,4
100.0,2.33,0,2,0,routine,3
100.0,2.76,0,3,3,pattern,4
76.0,2.79,5,2,3,attention,2
91.4,3.65,0,2,0,pattern,2
90.9,2.39,1,2,-3,attention,2
88.5,2.56,0,3,2,pattern,4
59.8,3.0,3,5,-2,attention,4
92.5,2.16,0,3,-1,pattern,3
77.0,3.29,4,5,-2,routine,4
55.4,4.11,5,5,1,routine,4
83.9,1.88,2,1,-1,pattern,1
94.2,2.18,1,3,-3,attention,3
76.7,2.92,5,5,-2,attention,4
58.8,3.24,2,4,0,routine,3
86.5,2.57,1,4,3,pattern,4
100.0,1.7,0,1,1,attention,2
72.6,3.83,1,5,-1,attention,4
64.5,2.17,1,4,0,routine,4
58.4,3.55,2,4,0,memory,3
83.4,2.44,2,5,-2,memory,5
81.4,3.45,2,5,0,memory,5
66.2,3.17,2,5,-3,memory,4
100.0,1.12,1,1,0,routine,2
91.0,1.95,2,3,1,pattern,3
78.3,2.94,0,4,-3,memory,4
95.3,1.4,0,1,1,routine,2
100.0,0.76,0,1,-1,pattern,2
69.1,3.65,3,5,2,routine,4
93.1,1.62,0,1,-3,attention,2
70.8,3.25,4,5,3,routine,4
100.0,1.08,0,1,2,attention,2
100.0,1.72,0,1,-3,pattern,2
95.3,2.79,0,4,-3,memory,4
100.0,1.49,0,1,-1,pattern,2
64.0,3.01,1,5,3,pattern,5
51.1,3.74,3,5,-1,routine,4
88.4,1.88,2,3,2,routine,4
92.7,1.48,1,1,-3,memory,2
80.6,1.19,2,2,-3,attention,2
69.4,2.59,3,4,2,attention,4
78.4,2.38,1,3,-2,pattern,3
100.0,1.1,0,1,3,memory,2
83.2,2.86,2,4,-2,memory,4
95.4,2.99,0,3,3,routine,4
79.8,3.13,1,5,2,attention,5
92.9,3.52,1,4,-3,pattern,4
74.7,1.2,3,2,-2,attention,2
93.9,2.0,0,1,-1,attention,1
82.9,3.13,1,3,1,routine,3
96.7,1.78,1,1,0,attention,2
100.0,1.42,0,1,2,routine,2
75.9,1.68,3,2,-1,attention,2
47.0,4.44,6,5,3,pattern,4
82.3,2.32,0,4,-1,memory,4
71.2,2.38,6,3,1,routine,2
71.2,2.69,2,3,2,pattern,3
87.3,0.6,4,1,2,memory,2
87.5,2.56,1,2,3,routine,2
71.3,2.88,4,4,0,attention,3
34.6,4.52,2,5,3,memory,4
94.6,1.77,0,1,1,attention,2
98.8,1.82,0,2,-3,routine,3
87.8,2.01,2,3,-3,routine,3
80.1,1.93,1,2,-2,routine,2
71.0,2.2,4,4,0,routine,4
80.5,2.88,2,4,2,routine,4
83.9,1.3,2,4,-2,pattern,4
80.2,2.01,1,1,0,memory,1
100.0,1.99,0,1,-2,routine,2
66.2,2.09,2,2,-2,attention,2
49.3,2.35,4,4,2,pattern,3
93.9,2.47,2,2,2,routine,3
62.0,4.18,5,4,1,routine,3
80.8,3.91,1,5,-3,routine,4
98.8,3.09,0,3,-1,routine,4
97.0,1.05,0,1,-1,memory,2
69.6,1.89,2,3,1,attention,3
95.7,1.56,0,2,3,memory,3
80.2,2.68,1,1,-1,routine,1
80.0,2.12,2,1,-2,pattern,1
100.0,1.77,1,2,-3,pattern,2
77.1,4.18,2,4,0,memory,3
90.4,3.33,1,4,1,pattern,4
72.7,1.71,2,1,1,attention,1
87.0,1.04,0,1,0,attention,2
100.0,1.4,0,1,1,attention,2
100.0,1.52,0,1,-3,routine,2
94.2,2.99,0,2,0,memory,3
63.4,3.56,3,5,-3,routine,4
73.4,2.7,3,4,-3,memory,3
75.2,2.0,2,2,3,routine,2
66.5,2.43,5,5,-1,routine,4
94.9,2.76,1,3,1,routine,3
86.8,2.46,3,2,3,memory,2
66.5,3.2,6,5,0,routine,4
62.8,3.24,6,5,-2,routine,4
73.1,3.24,1,4,3,pattern,4
66.0,3.26,1,4,-2,routine,3
74.3,2.54,0,4,2,routine,4
94.6,1.78,1,1,-3,routine,1
75.2,2.81,3,3,-3,attention,2
52.2,2.46,3,3,3,pattern,3
63.6,2.49,5,3,-1,pattern,2
63.0,1.92,3,3,-3,routine,2
70.8,3.2,0,4,2,memory,4
93.6,2.73,1,4,2,attention,5
71.0,2.24,0,3,3,memory,3
90.0,2.67,1,1,-1,pattern,1
94.1,3.21,0,4,3,pattern,4
65.5,2.79,5,5,3,attention,5
95.8,1.72,0,2,-1,pattern,3
80.4,3.4,1,5,1,pattern,5
70.6,3.47,0,3,-1,memory,3
79.1,3.11,4,4,0,attention,4
59.1,4.13,1,5,0,routine,4
65.5,2.79,1,4,-2,attention,4
74.6,3.27,2,3,2,memory,3
100.0,1.86,0,2,3,pattern,3
59.7,3.04,4,4,1,attention,3
75.7,3.22,1,3,-1,pattern,3
93.6,1.8,0,2,2,attention,3
62.0,3.0,4,4,2,memory,3
67.5,4.49,2,4,-3,memory,3
66.2,3.0,3,4,1,pattern,4
88.3,2.88,1,2,2,memory,2
89.2,0.92,1,1,-2,memory,2
84.4,2.34,3,3,3,attention,3
67.0,2.65,3,4,-1,routine,3
57.5,2.43,4,3,-2,memory,2
83.1,1.98,1,3,-2,attention,3
100.0,2.58,0,2,2,pattern,3
64.8,2.47,3,3,3,pattern,3
64.6,2.62,3,5,1,routine,4
78.4,2.9,2,4,-2,routine,4
82.6,1.94,0,3,-2,memory,3
68.1,3.65,1,5,1,attention,5
93.8,2.51,0,3,-3,pattern,3
80.8,3.77,0,4,2,pattern,4
92.0,2.61,1,2,-3,pattern,2
86.5,1.15,0,1,-1,memory,2
99.4,1.77,0,1,-3,memory,2
100.0,1.71,0,1,2,memory,2
51.2,3.59,4,5,-1,attention,4
65.1,2.64,1,5,2,routine,5
96.2,1.46,0,1,1,routine,2
87.7,3.75,1,4,-2,pattern,4
79.6,3.52,1,4,2,memory,4
69.0,3.35,3,3,-1,routine,2
68.5,3.42,3,4,0,pattern,3
100.0,2.13,0,2,1,memory,3
53.4,2.52,8,4,1,memory,3
93.0,2.07,0,2,0,memory,3
66.7,2.06,4,3,3,pattern,3
94.4,2.45,0,4,2,attention,5
56.4,2.23,3,4,3,pattern,4
95.3,2.09,0,2,-1,pattern,2
65.3,2.79,3,2,0,routine,1
96.8,2.68,0,2,-2,pattern,2
87.6,0.91,3,2,-1,memory,3
57.9,2.77,6,4,1,routine,3
64.8,3.7,2,4,-1,attention,3
61.9,1.5,4,1,0,memory,1
81.7,2.76,2,4,1,pattern,4
74.2,3.46,4,5,1,routine,4
91.5,2.3,2,2,3,attention,2
53.9,3.57,5,4,-2,memory,3
72.4,3.15,0,4,1,pattern,4
71.2,2.86,3,5,1,memory,5
100.0,2.11,0,2,-3,routine,2
66.9,3.98,3,5,3,memory,4
74.0,2.68,1,4,3,routine,4
54.5,2.88,7,5,-1,pattern,4
68.0,3.76,3,5,-2,attention,4
48.1,2.5,3,3,2,pattern,2
64.9,2.08,0,3,-1,routine,3
62.5,3.1,5,5,-3,routine,4
41.5,3.85,4,5,3,pattern,4
69.5,2.46,2,2,0,memory,2
